anio,mes,cve_ent,entidad,cve_mun,municipio,organismo,modalidad,destino,tipo,sexo,edad_rango,ingresos_rango,vivienda_valor,acciones,monto
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,4,1,2,2,2,5,1.0,1200000.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,4,1,2,3,3,5,1.0,1970080.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,6,1,1,2,3,5,1.0,885000.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,6,1,1,2,4,4,1.0,70540.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,6,1,1,2,6,4,1.0,726600.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,6,1,1,2,6,5,1.0,1906500.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,6,1,2,2,3,5,1.0,799999.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,6,1,2,2,4,5,1.0,1200000.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,2,4,7,1,2,3,4,4,1.0,1200000.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,3,1,2,1,1,2,3,4,1.0,1147789.55
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,3,1,2,1,2,2,4,4,2.0,3571000.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,3,1,2,1,2,2,5,4,1.0,1810200.0
2026,1,14,Jalisco,098,San Pedro Tlaquepaque,3,2,3,1,1,2,5,4,1.0,1309000.0
2026,1,14,Jalisco,1,Acatic,1,3,1,2,2,1,2,,1.0,0.0
2026,1,14,Jalisco,1,Acatic,1,4,7,1,1,2,1,1,1.0,277235.82
2026,1,14,Jalisco,100,Tomatl�n,1,3,1,2,2,2,2,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,,1,4,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,1,2,4,1.0,621661.85
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,1,4,4,1.0,375411.8
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,1,6,4,2.0,1357376.48
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,1,4,1.0,599418.03
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,2,3,1.0,613836.91
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,3,3,1.0,274760.84
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,3,4,1.0,263674.52
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,4,3,2.0,871791.77
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,4,4,1.0,410605.71
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,5,5,1.0,1330406.37
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,1,2,6,4,1.0,659040.09
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,1,2,4,1.0,651426.79
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,1,3,4,1.0,219175.7
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,1,4,1.0,589618.7
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,1,5,1.0,628625.21
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,2,3,1.0,666421.54
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,3,3,1.0,242567.84
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,3,4,1.0,425996.06
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,4,4,1.0,431545.24
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,4,5,1.0,905728.88
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,5,4,1.0,585939.97
2026,1,14,Jalisco,101,Tonal�,1,1,2,2,2,2,6,5,1.0,2799752.52
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,1,3,3.0,1798579.31
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,1,4,1.0,597170.08
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,2,3,16.0,9081439.63
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,2,4,2.0,1362990.96
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,3,3,2.0,1386836.27
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,3,4,2.0,1451407.08
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,4,3,2.0,1148946.8
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,5,3,2.0,2241159.23
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,5,4,2.0,2466339.35
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,1,6,4,1.0,1318763.96
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,1,3,5.0,2384438.48
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,1,4,1.0,646993.64
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,2,3,6.0,3498188.93
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,3,3,1.0,685539.66
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,3,4,4.0,2749771.75
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,4,3,4.0,3207052.17
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,4,4,8.0,6912288.09
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,5,3,4.0,4141253.94
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,5,4,3.0,4144590.64
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,2,6,4,13.0,21790231.69
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,1,3,1,3,1.0,544720.06
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,1,3,2.0,954761.82
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,1,4,1.0,577888.28
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,2,3,11.0,6485303.52
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,2,4,1.0,451034.97
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,3,3,2.0,1032479.07
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,3,4,4.0,2747578.87
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,4,3,2.0,1675291.69
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,4,4,3.0,2631602.88
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,5,4,1.0,721557.42
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,1,6,4,1.0,1475117.58
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,1,3,5.0,2565533.24
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,2,3,7.0,3793446.03
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,2,4,1.0,588523.98
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,3,3,3.0,1286127.46
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,3,4,4.0,2792348.61
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,4,3,1.0,598741.92
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,4,4,2.0,1939835.8
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,5,3,2.0,2338246.98
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,5,4,4.0,4667339.71
2026,1,14,Jalisco,101,Tonal�,1,1,2,1,2,2,6,4,2.0,2465236.09
2026,1,14,Jalisco,101,Tonal�,1,2,3,2,1,2,3,4,1.0,886354.89
2026,1,14,Jalisco,101,Tonal�,1,2,3,2,1,2,5,4,1.0,1580160.69
2026,1,14,Jalisco,101,Tonal�,1,2,3,2,2,1,1,3,1.0,621013.08
2026,1,14,Jalisco,101,Tonal�,1,2,3,2,2,2,3,4,1.0,573376.07
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,1,2,2,1.0,639952.96
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,1,2,3,4.0,2183507.76
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,1,3,2,1.0,718253.55
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,1,3,3,2.0,1463660.8
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,1,4,3,1.0,1126978.69
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,1,4,4,1.0,723498.13
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,1,3,1.0,638753.54
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,1,4,2.0,887064.3
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,2,2,1.0,699041.89
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,2,3,1.0,259403.13
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,3,2,1.0,687317.58
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,3,3,3.0,2343201.02
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,4,2,1.0,591351.91
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,4,4,4.0,4175317.34
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,6,3,1.0,1259400.89
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,1,2,6,4,4.0,6670856.97
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,1,1,3,3.0,1602797.56
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,1,1,4,1.0,548450.82
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,1,2,3,1.0,685303.55
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,1,3,3,3.0,1520225.7
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,1,3,4,1.0,717083.25
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,1,4,4,1.0,904042.56
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,1,2,2.0,1234410.09
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,1,3,1.0,651189.89
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,1,4,1.0,634890.6
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,2,2,1.0,703515.78
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,2,3,5.0,3155008.9
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,2,4,1.0,723739.35
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,3,2,1.0,653109.06
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,3,4,1.0,729022.95
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,4,4,4.0,3728551.18
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,5,4,2.0,2466407.06
2026,1,14,Jalisco,101,Tonal�,1,2,3,1,2,2,6,4,1.0,1563614.39
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,1,1,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,1,2,,2.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,1,3,,2.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,1,4,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,2,1,,4.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,2,2,,8.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,2,3,,7.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,2,4,,5.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,2,5,,3.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,1,2,6,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,1,2,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,1,3,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,2,1,,4.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,2,2,,9.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,2,3,,5.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,2,4,,1.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,3,1,2,2,2,6,,2.0,0.0
2026,1,14,Jalisco,101,Tonal�,1,4,4,1,1,2,4,2,1.0,498261.99
2026,1,14,Jalisco,101,Tonal�,1,4,4,1,2,2,3,2,1.0,562533.82
2026,1,14,Jalisco,101,Tonal�,1,4,4,1,2,2,6,1,1.0,162697.43
2026,1,14,Jalisco,101,Tonal�,1,4,7,1,1,2,3,2,1.0,658337.19
2026,1,14,Jalisco,101,Tonal�,2,1,2,2,1,1,3,4,1.0,1535688.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,2,1,2,3,4,1.0,1207253.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,2,2,1,1,4,1.0,1238801.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,2,1,4,1.0,600000.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,2,1,5,1.0,3181500.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,2,3,4,1.0,1593000.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,2,5,4,1.0,1932337.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,2,6,4,1.0,1992000.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,2,6,5,1.0,2984000.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,1,3,5,4,1.0,1477800.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,1,4,1.0,965432.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,1,5,1.0,3423000.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,2,4,1.0,1508940.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,3,3,1.0,979200.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,4,4,4.0,6371176.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,6,4,1.0,1341000.0
2026,1,14,Jalisco,101,Tonal�,2,1,2,1,2,2,6,5,1.0,2630000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,1,1,3,4,2.0,1644769.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,1,2,1,3,1.0,548000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,1,2,1,4,1.0,394218.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,1,2,2,3,2.0,1432500.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,1,2,2,4,1.0,609959.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,1,2,3,3,1.0,682799.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,2,1,2,4,1.0,998134.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,2,1,3,4,1.0,876000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,2,2,1,3,1.0,404000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,2,2,3,4,1.0,1310721.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,2,2,2,6,5,1.0,2622326.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,1,2,2,3,2.0,1752000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,1,2,4,4,1.0,1631250.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,1,2,5,4,1.0,1710000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,1,2,6,4,2.0,2895910.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,1,3,6,4,1.0,1890000.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,2,2,3,4,1.0,603358.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,2,2,4,4,1.0,1270800.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,2,2,5,4,1.0,926500.0
2026,1,14,Jalisco,101,Tonal�,2,2,3,1,2,3,4,5,2.0,4683599.0
2026,1,14,Jalisco,101,Tonal�,2,4,4,1,1,2,3,3,1.0,529536.0
2026,1,14,Jalisco,101,Tonal�,2,4,4,1,1,2,4,4,1.0,865913.0
2026,1,14,Jalisco,101,Tonal�,2,4,4,1,2,2,4,4,1.0,1044099.0
2026,1,14,Jalisco,101,Tonal�,2,4,6,1,1,2,4,4,1.0,33273.0
2026,1,14,Jalisco,101,Tonal�,2,4,6,1,2,2,2,4,1.0,1387409.0
2026,1,14,Jalisco,101,Tonal�,3,1,2,1,2,2,2,3,1.0,1033000.0
2026,1,14,Jalisco,101,Tonal�,3,1,2,1,2,2,4,4,1.0,1895000.0
2026,1,14,Jalisco,101,Tonal�,3,2,3,1,1,2,4,3,1.0,1127480.63
2026,1,14,Jalisco,101,Tonal�,3,2,3,1,1,2,4,4,1.0,868979.74
2026,1,14,Jalisco,102,Tonaya,1,3,1,2,2,2,2,,1.0,0.0
2026,1,14,Jalisco,103,Tonila,1,3,1,2,1,2,2,,1.0,0.0
2026,1,14,Jalisco,103,Tonila,1,4,7,1,2,2,4,3,1.0,753146.14
2026,1,14,Jalisco,105,Tototl�n,1,1,2,2,1,2,6,4,1.0,1414278.65
2026,1,14,Jalisco,105,Tototl�n,1,3,1,2,1,2,4,,1.0,0.0
2026,1,14,Jalisco,105,Tototl�n,1,3,1,2,1,2,6,,1.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,1,2,2,1,2,4,3,1.0,1028070.06
2026,1,14,Jalisco,108,Tuxpan,1,1,2,2,1,2,6,4,1.0,1283065.1
2026,1,14,Jalisco,108,Tuxpan,1,3,1,2,1,1,3,,1.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,3,1,2,1,2,2,,4.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,3,1,2,1,2,3,,3.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,3,1,2,2,2,1,,1.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,3,1,2,2,2,2,,2.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,3,1,2,2,2,3,,3.0,0.0
2026,1,14,Jalisco,108,Tuxpan,1,4,5,1,1,2,5,4,1.0,1365754.23
2026,1,14,Jalisco,108,Tuxpan,1,4,7,1,1,1,5,3,1.0,834144.48
2026,1,14,Jalisco,109,Uni�n de San Antonio,1,3,1,2,1,1,3,,1.0,0.0
2026,1,14,Jalisco,109,Uni�n de San Antonio,1,3,1,2,1,2,1,,1.0,0.0
2026,1,14,Jalisco,111,Valle de Guadalupe,1,3,1,2,2,2,2,,2.0,0.0
2026,1,14,Jalisco,113,San Gabriel,1,3,1,2,1,2,2,,1.0,0.0
2026,1,14,Jalisco,113,San Gabriel,1,3,1,2,2,2,3,,1.0,0.0
2026,1,14,Jalisco,113,San Gabriel,1,4,7,1,2,2,2,1,1.0,296743.7
2026,1,14,Jalisco,114,Villa Corona,1,3,1,2,1,2,2,,1.0,0.0
2026,1,14,Jalisco,114,Villa Corona,1,3,1,2,1,2,3,,1.0,0.0
2026,1,14,Jalisco,116,Villa Hidalgo,1,3,1,2,2,2,2,,1.0,0.0
2026,1,14,Jalisco,119,Zacoalco de Torres,1,3,1,2,1,1,3,,2.0,0.0
2026,1,14,Jalisco,119,Zacoalco de Torres,1,3,1,2,1,2,2,,1.0,0.0
2026,1,14,Jalisco,119,Zacoalco de Torres,1,3,1,2,1,2,4,,2.0,0.0
2026,1,14,Jalisco,119,Zacoalco de Torres,1,3,1,2,2,2,2,,1.0,0.0
2026,1,14,Jalisco,119,Zacoalco de Torres,1,3,1,2,2,2,3,,2.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,1,4,6.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,1,5,6.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,1,6,2.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,3,4,1.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,6,4,2.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,6,5,8.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,,6,6,1.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,1,5,1.0,598499.62
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,2,4,1.0,415216.56
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,2,5,1.0,184023.15
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,3,4,2.0,571607.72
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,5,4,1.0,539435.99
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,6,4,1.0,411141.89
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,1,6,5,4.0,3813344.28
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,1,5,1.0,189252.98
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,2,4,1.0,154093.84
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,4,4,4.0,2668894.38
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,4,5,1.0,587158.52
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,5,4,3.0,1827497.92
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,5,5,1.0,524762.61
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,6,4,8.0,12842382.65
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,6,5,15.0,23346551.72
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,2,6,6,2.0,5705411.79
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,1,3,6,5,1.0,1322346.7
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,,1,4,2.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,,1,5,4.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,,1,6,1.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,,5,4,1.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,,6,5,2.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,,6,6,1.0,0.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,1,4,4,2.0,935473.76
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,1,6,5,2.0,2146709.24
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,1,3,1.0,580204.83
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,1,5,1.0,601378.53
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,2,4,1.0,219276.88
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,3,4,1.0,206215.97
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,4,4,2.0,1716979.1
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,4,5,1.0,401549.56
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,5,4,1.0,598777.62
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,5,5,2.0,1141896.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,6,4,1.0,1904480.0
2026,1,14,Jalisco,120,Zapopan,1,1,2,2,2,2,6,5,9.0,11218771.86
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,1,3,6.0,2687670.39
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,2,3,22.0,13803018.81
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,2,4,1.0,627233.49
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,3,3,22.0,14975135.63
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,3,4,2.0,1404551.31
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,4,3,9.0,7753707.4
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,4,4,1.0,723036.97
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,5,3,1.0,965690.58
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,5,4,1.0,1234746.6
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,6,3,1.0,981027.96
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,1,6,4,1.0,1857863.33
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,1,3,12.0,5696968.03
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,1,4,1.0,996490.74
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,2,2,3.0,2071782.78
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,2,3,32.0,20008358.32
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,3,2,2.0,1438405.31
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,3,3,24.0,18396276.1
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,3,4,3.0,2331454.75
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,4,3,13.0,10552066.17
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,4,4,1.0,911901.48
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,5,3,4.0,3850503.35
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,5,4,4.0,4923194.25
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,6,3,3.0,2896558.18
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,2,6,4,7.0,13595222.92
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,1,3,3,3,2.0,753553.01
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,1,3,5.0,2459277.62
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,2,2,1.0,686561.94
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,2,3,25.0,15415404.35
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,3,2,2.0,1412087.75
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,3,3,14.0,10072625.22
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,3,4,3.0,1372902.97
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,4,3,9.0,6801443.19
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,4,4,1.0,793042.57
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,5,3,1.0,966702.52
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,5,4,1.0,1371959.01
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,1,6,4,1.0,1803628.11
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,2,1,3,15.0,7411438.73
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,2,2,3,39.0,23330535.68
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,2,2,4,3.0,1970868.59
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,2,3,3,18.0,13926590.18
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,2,3,4,4.0,2774257.4
2026,1,14,Jalisco,120,Zapopan,1,1,2,1,2,2,4,3,13.0,10943426.2
